cough_rate;sweating;virus_resistance;aggressiveness;movement_speed;exhaustion_tolerance;pain_tolerance
0.7265112;2.997;3.911953;0.3881192;3.935149;0.9963749;1.077789
0.7210988;3.015326;3.910004;0.3905777;3.927692;0.9918835;1.085551
0.7317026;3.016797;3.915196;0.4017993;3.944809;0.9821122;1.086775
0.7302948;3.025637;3.91214;0.3969528;3.95591;0.98844;1.078051
0.7317026;3.037026;3.912311;0.3946835;3.953253;0.9872114;1.073894
0.7253134;3.040129;3.91356;0.4031797;3.969326;1.008855;1.067114
0.7332017;3.040129;3.914723;0.4043056;3.97368;1.008855;1.076923
0.7332017;3.040129;3.914723;0.4043056;3.97368;1.008855;1.076923
0.7332017;3.040129;3.914723;0.4043056;3.97368;1.008855;1.076923
0.7332017;3.040129;3.914723;0.4043056;3.97368;1.008855;1.076923
0.7447397;3.039629;3.912803;0.4098007;3.967146;1.009677;1.083594
0.7509196;3.037431;3.913615;0.4127531;3.995302;1.017401;1.079838
0.7472464;3.037714;3.918567;0.4248548;4.00948;1.018088;1.076369
0.7396919;3.040412;3.917536;0.4184554;4.004404;1.020059;1.069827
0.7404019;3.031337;3.924192;0.4326303;4.016793;1.020547;1.068502
0.752786;3.031896;3.93113;0.4333195;4.024119;1.017344;1.066497
0.7603766;3.031896;3.934617;0.4344029;4.028308;1.017345;1.07077
0.7599055;3.031896;3.929238;0.4359582;4.024119;1.015595;1.059519
0.7599055;3.031896;3.929238;0.4359582;4.024119;1.015595;1.059519
0.7619224;3.039305;3.93348;0.4446073;4.037495;1.019202;1.065682
0.7641104;3.040256;3.932825;0.4470493;4.032182;1.018525;1.062735
0.7679607;3.032202;3.930482;0.4481127;4.033712;1.023507;1.06577
0.7679607;3.032202;3.930482;0.4481127;4.033712;1.023507;1.06577
0.7666501;3.036471;3.936456;0.4537987;4.043543;1.020329;1.061323
0.7732092;3.035429;3.939124;0.470765;4.047189;1.020363;1.05896
0.7692108;3.035429;3.939159;0.4670472;4.043894;1.020363;1.05896
0.7692108;3.035429;3.93869;0.474114;4.043894;1.029113;1.071543
0.7799239;3.036471;3.950021;0.4846475;4.047246;1.023319;1.087288
0.7797989;3.039525;3.949602;0.4869066;4.036605;1.016643;1.097066
0.7820445;3.037474;3.955308;0.4909889;4.057823;1.022752;1.106313
0.7820445;3.037474;3.955308;0.4909889;4.057823;1.022752;1.106313
0.7838438;3.036977;3.956143;0.4912632;4.056292;1.021924;1.104513
0.7731777;3.039235;3.964309;0.4914736;4.068218;1.033443;1.10322
0.7756107;3.037217;3.967764;0.4925469;4.072368;1.033443;1.106314
0.7756107;3.037217;3.967764;0.4925469;4.072368;1.033443;1.106314
0.7773663;3.036713;3.967605;0.4931375;4.07096;1.032708;1.107721
0.773901;3.038991;3.97348;0.5004148;4.084336;1.034458;1.104449
0.773901;3.038991;3.97348;0.5004148;4.084336;1.034458;1.104449
0.773901;3.038991;3.97348;0.5004148;4.084336;1.034458;1.104449
0.773901;3.038991;3.97348;0.5004148;4.084336;1.034458;1.104449
0.773901;3.038991;3.97348;0.5004148;4.084336;1.034458;1.104449
0.7781945;3.036955;3.978626;0.5014983;4.081364;1.032866;1.088879
0.7704442;3.032764;3.97101;0.502367;4.083292;1.037274;1.098762
0.7760647;3.034101;3.966065;0.5061218;4.090259;1.043533;1.098144
0.7817065;3.034101;3.964335;0.5077223;4.093057;1.041732;1.104481
0.7798585;3.034645;3.960277;0.5083834;4.094293;1.027075;1.102225
0.7798586;3.034645;3.959136;0.5055677;4.091477;1.019374;1.105511
0.7801902;3.035701;3.959582;0.5069057;4.085045;1.026185;1.109448
0.786139;3.033004;3.960237;0.5090335;4.088803;1.032146;1.106465
0.7843515;3.033528;3.960458;0.5167311;4.081446;1.032866;1.105107
0.7955119;3.035329;3.957188;0.5210908;4.092134;1.033848;1.10612
0.7974193;3.034817;3.958032;0.5216413;4.090935;1.033131;1.104336
0.7859167;3.034817;3.956026;0.5222967;4.086824;1.033131;1.098107
0.7789289;3.034817;3.961307;0.5207702;4.086824;1.026668;1.10292
0.7734584;3.032766;3.961168;0.5286545;4.099819;1.02359;1.089239
0.7836646;3.033297;3.961763;0.5290932;4.100877;1.015515;1.09167
0.7814457;3.035362;3.960351;0.5374144;4.110825;1.02211;1.091012
0.7781064;3.037558;3.966012;0.5444271;4.123714;1.023797;1.087858
0.7759522;3.038147;3.963345;0.5438336;4.11779;1.029725;1.07758
0.7703374;3.037762;3.962528;0.53313;4.113797;1.045201;1.066172
0.7789614;3.033999;3.967699;0.5387792;4.127752;1.038682;1.065976
0.7789614;3.033999;3.967699;0.5387792;4.127752;1.038682;1.065976
0.7759964;3.035099;3.971783;0.5410931;4.129574;1.039628;1.073274
0.7759964;3.044552;3.965798;0.5396703;4.123271;1.046193;1.073274
0.7598138;3.043117;3.965979;0.5511823;4.124216;1.054658;1.057715
0.7675504;3.043117;3.969533;0.5522866;4.128486;1.054658;1.060898
0.7692789;3.042656;3.976997;0.5591872;4.127582;1.049157;1.061058
0.7710413;3.032639;3.982965;0.5604544;4.133026;1.050579;1.062077
0.7648947;3.033202;3.984115;0.5533392;4.133885;1.053007;1.061058
0.7592527;3.03988;3.985371;0.5533391;4.143031;1.046557;1.06204
0.7592527;3.03988;3.985371;0.5533391;4.143031;1.046557;1.06204
0.7620396;3.040091;3.987716;0.560846;4.149444;1.05321;1.065418
0.7655377;3.03961;3.985356;0.5606971;4.144527;1.052656;1.060042
0.7656805;3.044734;3.98592;0.550288;4.1415;1.051692;1.0578
0.7656805;3.041988;3.988698;0.5489185;4.144445;1.038736;1.05995
0.7664584;3.041529;3.988737;0.5486585;4.143717;1.046386;1.06091
0.7849636;3.045398;3.989334;0.5507001;4.14927;1.04587;1.064281
0.7918967;3.045398;3.989334;0.5507001;4.14927;1.04587;1.064281
0.7867903;3.044975;3.989379;0.5518287;4.148594;1.045259;1.059456
0.7854546;3.050039;3.99107;0.5470201;4.15203;1.057042;1.058548
0.7838224;3.051952;3.997063;0.5502256;4.16487;1.058292;1.05621
0.7779163;3.051201;3.999021;0.5497159;4.163769;1.054537;1.059115
0.7961655;3.05158;4.002071;0.5405251;4.177134;1.057364;1.06822
0.7876077;3.048474;4.001904;0.5553957;4.177557;1.057878;1.067162
0.7895126;3.048069;4.002071;0.5551929;4.177134;1.057364;1.064934
0.7876078;3.048474;4.001904;0.5657733;4.177557;1.057878;1.063908
0.7857391;3.048872;4.001741;0.5658743;4.177972;1.058382;1.062901
0.785705;3.050169;3.998074;0.5668443;4.176879;1.054379;1.067171
0.7839051;3.05631;3.99795;0.5669326;4.177289;1.061899;1.066162
0.7742611;3.055668;3.995854;0.5565705;4.172312;1.060976;1.061912
0.7684133;3.055338;3.988599;0.5552993;4.163909;1.067704;1.059777
0.7718537;3.054659;3.993766;0.5559964;4.1628;1.075359;1.058466
0.7666188;3.063179;3.998396;0.5679408;4.176863;1.076356;1.054197
0.7764539;3.063178;3.996699;0.5766431;4.176863;1.072785;1.058204
0.7782513;3.062915;3.996816;0.5780538;4.176433;1.072415;1.059176
0.7786132;3.063438;3.996551;0.578024;4.177285;1.069891;1.057251
0.7749796;3.066739;4.001462;0.5915702;4.185796;1.077127;1.0428
0.7663951;3.068755;3.989455;0.5971108;4.183368;1.073833;1.04207
0.7815408;3.088467;3.984964;0.5986797;4.174975;1.068808;1.050012
0.7601101;3.090834;3.98689;0.5974958;4.187953;1.065473;1.06109
0.7445978;3.085223;3.984453;0.618426;4.183641;1.056897;1.054558
0.7388004;3.085426;3.984459;0.6236456;4.184933;1.036177;1.050916
0.7354084;3.083128;3.985038;0.617363;4.177299;1.035155;1.05326
0.7250882;3.082986;3.984359;0.6131514;4.172274;1.035469;1.052405
0.7238213;3.081344;3.993252;0.6281193;4.172735;1.033349;1.048321
0.7199587;3.081075;3.991088;0.634622;4.167056;1.039595;1.044483
0.7168192;3.080888;3.992483;0.6322;4.165987;1.043186;1.043836
0.7180797;3.080791;3.992561;0.6327517;4.165436;1.042512;1.044695
0.7180797;3.080791;3.992561;0.6327517;4.165436;1.042512;1.044695
0.7225165;3.080888;3.990736;0.6338162;4.165987;1.041368;1.047962
0.7238333;3.090346;3.990798;0.6404066;4.165436;1.040924;1.048861
0.7147282;3.094427;3.988382;0.6445391;4.166395;1.047204;1.051713
0.7159557;3.096262;3.990057;0.6445124;4.165853;1.046575;1.055471
0.720651;3.096207;3.997096;0.6363077;4.170705;1.047204;1.061048
0.7170847;3.091251;4.003142;0.6437969;4.18447;1.0601;1.066277
0.7170847;3.091251;4.003142;0.6437969;4.18447;1.0601;1.066277
0.7170847;3.091251;4.003142;0.6508484;4.18447;1.068676;1.066277
0.7158582;3.091245;4.002964;0.6498765;4.184696;1.066303;1.065228
0.7294286;3.089155;4.007706;0.6528191;4.184338;1.063367;1.064312
0.7267636;3.097183;4.007703;0.6582822;4.185026;1.075341;1.062271
0.7192667;3.087521;4.012291;0.6617236;4.179598;1.078802;1.04972
0.7164341;3.08693;4.019879;0.6628775;4.185746;1.06768;1.040183
0.7151267;3.089451;4.017175;0.6769571;4.190186;1.077166;1.033498
0.7163703;3.087933;4.017498;0.6853228;4.189875;1.076828;1.034254
0.7094294;3.08796;4.014893;0.6842557;4.190909;1.079689;1.035344
0.7044892;3.076819;4.020936;0.6930652;4.197141;1.083135;1.035344
0.6991255;3.077085;4.02257;0.6903679;4.205842;1.087241;1.036651
0.6991255;3.077085;4.02257;0.6903679;4.205842;1.087241;1.036651
0.7001896;3.082266;4.022939;0.6914737;4.205689;1.080487;1.034106
0.7023812;3.0821;4.023698;0.6793684;4.205374;1.070729;1.03277
0.7071222;3.082346;4.028968;0.6833842;4.205842;1.098335;1.030589
0.701203;3.080876;4.028545;0.6807202;4.210118;1.095702;1.029889
0.6970562;3.080968;4.03042;0.6724383;4.210853;1.084775;1.028249
0.6941201;3.071931;4.020158;0.6733522;4.210772;1.076357;1.028926
0.6933576;3.072108;4.019822;0.6724383;4.206203;1.072339;1.028249
0.678353;3.071382;4.017535;0.6798932;4.191702;1.065632;1.0309
0.6739269;3.071382;4.019996;0.6798932;4.196055;1.065632;1.037496
0.6642159;3.06974;4.018984;0.6887178;4.196785;1.064627;1.04049
0.6667075;3.069539;4.016902;0.689797;4.192277;1.064178;1.034823
0.6789927;3.070131;4.015996;0.7069837;4.193099;1.065499;1.035344
0.6900423;3.070131;4.015962;0.7001957;4.193099;1.076698;1.029946
0.6900423;3.070131;4.015962;0.7001957;4.193099;1.076698;1.029946
0.6900423;3.070131;4.015962;0.7001957;4.193099;1.076698;1.029946
0.6900423;3.070131;4.015962;0.7001957;4.193099;1.076698;1.029946
0.6917175;3.06974;4.010746;0.7326977;4.180175;1.073692;1.032795
0.6917175;3.06974;4.010746;0.7326977;4.180175;1.073692;1.032795
0.6927003;3.070788;4.012138;0.7353041;4.179776;1.07716;1.040931
0.6982879;3.064175;4.010453;0.735304;4.179798;1.071615;1.048847
0.684975;3.063655;4.01096;0.7328792;4.174625;1.070837;1.04405
0.6871534;3.066006;4.011487;0.7360072;4.17335;1.062272;1.042371
0.6914495;3.06625;4.007278;0.7344278;4.173828;1.062758;1.041527
0.6914495;3.06625;4.007278;0.7344278;4.173828;1.062758;1.041527
0.7005147;3.066006;4.010015;0.7360072;4.194657;1.062272;1.045681
0.7108178;3.065757;4.006021;0.7397621;4.185738;1.065243;1.04893
0.7057277;3.064115;4.006021;0.7306802;4.185601;1.062319;1.04893
0.6987457;3.061419;4.020662;0.7180912;4.19856;1.059772;1.056243
0.6976749;3.068449;4.020308;0.7167029;4.198786;1.055759;1.055271
0.6912736;3.068229;4.022426;0.716459;4.19856;1.057045;1.057244
0.6930463;3.068664;4.024128;0.7300845;4.203319;1.055744;1.061831
0.6899019;3.068876;4.02267;0.7547996;4.199225;1.043231;1.065072
0.6899019;3.068876;4.02267;0.7547996;4.199225;1.043231;1.065072
0.6955984;3.069286;4.025708;0.758287;4.199646;1.038323;1.072352
0.6866953;3.063058;4.022103;0.7878036;4.199852;1.038779;1.077677
0.6882017;3.055435;4.016183;0.8130998;4.207007;1.057023;1.071383
0.6768129;3.051392;4.014693;0.8006598;4.218464;1.059988;1.06707
0.6768129;3.051392;4.014693;0.8006598;4.218464;1.059988;1.06707
0.6678508;3.049948;4.01299;0.7942748;4.215734;1.060965;1.071485
0.6678508;3.049948;4.01299;0.7942748;4.215734;1.060965;1.071485
0.6525249;3.049948;4.010249;0.8168371;4.219527;1.058655;1.066438
0.6442275;3.04629;4.01618;0.8135973;4.237157;1.062153;1.068313
0.6442275;3.057299;4.01618;0.8066801;4.237157;1.062123;1.068313
0.6391659;3.056978;4.022159;0.8073084;4.237307;1.063434;1.072612
0.6520807;3.050807;4.022896;0.8045145;4.237615;1.060639;1.066512
0.6520807;3.05208;4.024059;0.8217454;4.237615;1.066036;1.081176
0.6565863;3.054235;4.032543;0.8332031;4.241955;1.064121;1.078229
0.659269;3.054928;4.031595;0.8289872;4.241567;1.070144;1.075922
0.6556234;3.062419;4.026638;0.8108241;4.246999;1.071679;1.058677
0.6577193;3.064903;4.011693;0.8158908;4.255441;1.070974;1.050713
0.6583947;3.064649;4.011961;0.81107;4.255776;1.070575;1.04878
0.6765299;3.067159;4.002516;0.810084;4.24349;1.060652;1.04681
0.6876764;3.068537;4.000929;0.8395231;4.239417;1.056377;1.07368
0.7060091;3.068754;4.004862;0.8231494;4.243595;1.066135;1.076544
0.7089153;3.068966;4.013831;0.8296516;4.24308;1.069443;1.082425
0.7048782;3.073278;4.023067;0.8506821;4.242779;1.054591;1.089456
0.7043494;3.073445;4.017382;0.8441266;4.239759;1.048886;1.089071
0.7074127;3.075158;4.01707;0.8528225;4.235459;1.052237;1.087814
0.6987098;3.078787;4.025753;0.8730804;4.229511;1.048753;1.079989
0.7095497;3.073673;4.03028;0.8951755;4.22546;1.053044;1.090392
0.7062385;3.073344;4.028908;0.9006765;4.225535;1.054412;1.094808
0.7051162;3.07778;4.030583;0.9009263;4.225067;1.057351;1.093484
0.7095108;3.080013;4.032036;0.9156548;4.236449;1.058112;1.089406
0.7008282;3.083564;4.030238;0.9242386;4.230491;1.048424;1.092581
0.6971759;3.083633;4.037221;0.9445907;4.230403;1.049186;1.094241
0.6961302;3.083493;4.038274;0.944957;4.230716;1.050838;1.095819
0.6919718;3.075404;4.050983;0.979881;4.231137;1.046603;1.103082
0.682991;3.075555;4.047841;0.9824506;4.226646;1.047244;1.096128
0.682991;3.079952;4.057224;0.9856412;4.226339;1.047244;1.103309
0.6867583;3.078071;4.051517;0.9633564;4.235219;1.055224;1.10524
0.6905863;3.07832;4.048428;0.9580285;4.23495;1.054498;1.106474
0.691597;3.078197;4.049066;0.961844;4.235083;1.05393;1.107967
0.691597;3.082638;4.058543;0.9820402;4.234773;1.056888;1.115219
0.6935777;3.082717;4.057811;0.9969469;4.234642;1.055025;1.119682
0.7001149;3.082795;4.057093;0.9999453;4.234514;1.055577;1.118088
0.7041916;3.079174;4.065788;0.9928246;4.24056;1.060852;1.118088
0.6964277;3.078827;4.063252;0.9891029;4.241135;1.051865;1.118715
0.6923767;3.072515;4.054385;0.9635305;4.241511;1.050779;1.111776
0.6862299;3.080766;4.061695;0.9883781;4.240613;1.053104;1.112805
0.6852818;3.082518;4.060939;0.9810081;4.240426;1.053674;1.111279
0.684352;3.084236;4.060198;0.9737812;4.240243;1.054234;1.109782
0.6874385;3.090332;4.069181;0.983447;4.239765;1.0628;1.117866
0.6899939;3.088689;4.063097;0.9818002;4.240243;1.056961;1.111687
0.6890278;3.087619;4.062342;0.9867955;4.240064;1.055152;1.110201
0.6890278;3.087619;4.062342;0.9867955;4.240064;1.055152;1.110201
0.7031007;3.087619;4.068832;0.9831633;4.245562;1.059509;1.109229
0.6991023;3.096384;4.068868;0.9831633;4.245562;1.041143;1.109229
0.7001279;3.099396;4.085885;1.026064;4.236448;1.04243;1.115832
0.7019297;3.103346;4.09275;1.036438;4.235886;1.051426;1.119608
0.6872974;3.107459;4.09937;1.030717;4.231863;1.058793;1.121352
0.6754626;3.107698;4.101019;1.04816;4.231863;1.058265;1.129985
0.6731613;3.10802;4.103251;1.050207;4.232057;1.052188;1.132148
0.6842865;3.107542;4.106178;1.042188;4.236008;1.05152;1.126403
0.6842865;3.107542;4.106178;1.042188;4.236008;1.05152;1.126403
0.6814865;3.10802;4.098482;1.031146;4.236709;1.056832;1.12613
0.6797833;3.107698;4.096374;1.03129;4.236429;1.055595;1.13029
0.6797833;3.11181;4.099405;1.0652;4.24394;1.056088;1.143719
0.6789552;3.103137;4.092661;1.075787;4.251463;1.054369;1.148661
0.6789552;3.103137;4.092661;1.075787;4.251463;1.054369;1.148661
0.6633881;3.10971;4.076891;1.092181;4.24236;1.031893;1.149466
0.6607245;3.112952;4.076003;1.093476;4.236457;1.037611;1.147685
0.6594298;3.112547;4.067155;1.09412;4.236187;1.036746;1.151377
0.6594298;3.116584;4.082956;1.110843;4.235905;1.039435;1.15797
0.6666045;3.114047;4.079609;1.11103;4.235649;1.036896;1.158593
0.667299;3.114258;4.080465;1.109303;4.235776;1.027903;1.160408
0.6661881;3.116981;4.081002;1.122244;4.239623;1.029776;1.168849
0.6597892;3.116981;4.080667;1.130575;4.250004;1.035636;1.175441
0.6787253;3.116744;4.085883;1.125583;4.2549;1.0404;1.172564
0.6787253;3.116744;4.085883;1.125583;4.2549;1.0404;1.172564
0.677353;3.117469;4.096049;1.130606;4.255825;1.035694;1.171258
0.677353;3.117469;4.096049;1.130606;4.255825;1.035694;1.171258
0.6754578;3.124798;4.096049;1.132206;4.255951;1.045437;1.171259
0.6738952;3.121603;4.102303;1.155396;4.263269;1.047118;1.175488
0.6648321;3.128092;4.121187;1.190617;4.259038;1.043288;1.177747
0.6743134;3.12668;4.135128;1.194317;4.258092;1.047141;1.175396
0.6750773;3.133909;4.136485;1.185084;4.258421;1.048748;1.169779
0.6743134;3.143049;4.152052;1.201048;4.257538;1.057588;1.174356
0.6750773;3.143521;4.153561;1.198342;4.257862;1.059289;1.176312
0.6750773;3.143521;4.153561;1.191875;4.257862;1.059289;1.176872
0.6665006;3.13898;4.142534;1.169249;4.262413;1.055653;1.163464
0.6509666;3.142371;4.130786;1.183716;4.253763;1.056276;1.164582
0.6552814;3.144735;4.136744;1.200066;4.249228;1.057761;1.163993
0.657876;3.149105;4.13478;1.206928;4.249505;1.058971;1.175121
0.6549488;3.147539;4.116522;1.20956;4.258039;1.054386;1.186543
0.6584068;3.148906;4.126329;1.224168;4.257866;1.055898;1.188666
0.6578078;3.147414;4.127875;1.226578;4.257551;1.054271;1.186653
0.6578078;3.147414;4.127875;1.226578;4.257551;1.054271;1.186653
0.6590164;3.148419;4.130411;1.229899;4.256442;1.055408;1.183748
0.6594759;3.153647;4.137923;1.221066;4.248675;1.056239;1.181685
0.6576225;3.144881;4.130766;1.223478;4.249198;1.050051;1.184757
0.6487324;3.140844;4.130766;1.210437;4.249198;1.050051;1.186175
0.6492707;3.137263;4.123479;1.19784;4.249732;1.046806;1.181665
0.6492708;3.140701;4.123479;1.195929;4.250497;1.046806;1.181665
0.649819;3.14116;4.11708;1.201612;4.250762;1.046214;1.183725
0.6503773;3.141628;4.118307;1.198837;4.251032;1.047857;1.178533
0.6543576;3.147316;4.124156;1.230794;4.257997;1.052829;1.188154
0.6496212;3.151911;4.135766;1.253164;4.263736;1.056708;1.193066
0.6496212;3.151911;4.135766;1.253164;4.263736;1.056708;1.193066
0.6604989;3.157754;4.144217;1.256818;4.264928;1.057451;1.191803
0.6672814;3.162226;4.147722;1.266062;4.255892;1.065521;1.190782
0.661175;3.173921;4.171316;1.285887;4.248567;1.076035;1.192473
0.661175;3.172313;4.171316;1.289798;4.248567;1.076035;1.192473
0.6604989;3.172664;4.172569;1.28992;4.248312;1.081478;1.190873
0.6774545;3.174742;4.162294;1.273687;4.249122;1.087059;1.187237
0.6826096;3.17884;4.170788;1.276977;4.253406;1.093185;1.200309
0.6834913;3.190431;4.183361;1.29885;4.24959;1.106079;1.200483
0.684395;3.20063;4.183636;1.298715;4.24176;1.104062;1.186732
0.6834913;3.203813;4.190766;1.311071;4.233958;1.106947;1.190343
0.6751565;3.201698;4.195426;1.328045;4.251088;1.102496;1.199539
0.6743636;3.208052;4.202249;1.338114;4.250527;1.105315;1.20401
0.6671078;3.208925;4.206907;1.351658;4.248625;1.102417;1.199013
0.6689829;3.212164;4.212673;1.355923;4.249126;1.106215;1.199596
0.6604938;3.220064;4.228341;1.386046;4.251777;1.112378;1.212643
0.6604939;3.220064;4.228341;1.386046;4.257364;1.119871;1.212643
0.6604939;3.220064;4.228341;1.386046;4.257364;1.119871;1.212643
0.6535754;3.213931;4.220227;1.38371;4.264843;1.122335;1.210362
0.6541526;3.215042;4.222682;1.376183;4.257644;1.124619;1.20611
0.6541526;3.215042;4.222682;1.376183;4.257644;1.124619;1.20611
0.6461639;3.216173;4.226465;1.381954;4.257971;1.126426;1.204548
0.6534067;3.215417;4.235081;1.390285;4.257689;1.124221;1.206164
0.6522658;3.217154;4.239069;1.405206;4.253166;1.13301;1.208193
0.6471589;3.218294;4.241362;1.412035;4.25345;1.133205;1.210454
0.6471589;3.218294;4.241362;1.412035;4.25345;1.133205;1.210454
0.6449243;3.20615;4.219542;1.371746;4.259637;1.127376;1.209478
0.6340662;3.205663;4.222169;1.377078;4.260745;1.125097;1.206924
0.639708;3.211514;4.235599;1.389613;4.262514;1.128575;1.207423
0.635671;3.219255;4.244835;1.410898;4.270102;1.136264;1.214464
0.6296395;3.22656;4.262271;1.440787;4.271123;1.139802;1.214379
0.6319756;3.249702;4.27067;1.468827;4.263114;1.142941;1.216793
0.6359093;3.240636;4.287067;1.482626;4.260209;1.150064;1.232581
0.6398555;3.240636;4.281291;1.475579;4.256595;1.150699;1.227323
0.6398555;3.240636;4.281291;1.475579;4.256595;1.150699;1.227323
0.6386154;3.252624;4.303465;1.518218;4.260823;1.159125;1.242498
0.6482186;3.238276;4.308908;1.530326;4.257769;1.165074;1.242139
0.6496825;3.242924;4.320452;1.551692;4.257201;1.174148;1.250291
0.6420585;3.248842;4.327235;1.559682;4.247199;1.174668;1.254255
0.635507;3.248842;4.31876;1.574753;4.254927;1.167507;1.260908
0.6283371;3.24681;4.320945;1.585397;4.272356;1.164276;1.261464
0.6277501;3.2565;4.339908;1.605968;4.271648;1.167334;1.271697
0.6274118;3.247802;4.336764;1.596858;4.271205;1.16276;1.268862
0.6231192;3.246424;4.335876;1.587907;4.274664;1.162308;1.272029
0.6231192;3.246424;4.335876;1.587907;4.274664;1.162308;1.272029
0.6231192;3.246424;4.335876;1.587907;4.274664;1.162308;1.272029
0.6205609;3.255444;4.36812;1.655973;4.281636;1.184842;1.302961
0.632319;3.260002;4.375563;1.662354;4.266064;1.191129;1.30265
0.6239024;3.261585;4.380882;1.670321;4.27006;1.197052;1.3238
0.6314657;3.265834;4.400783;1.697328;4.276693;1.206311;1.328875
0.6307099;3.273861;4.41036;1.721109;4.28707;1.220302;1.335244
0.6374833;3.27618;4.414566;1.716581;4.286589;1.231059;1.324556
0.6180384;3.277882;4.423273;1.74046;4.289667;1.232941;1.335508
0.6113802;3.281752;4.427566;1.757829;4.297089;1.227426;1.345254
0.6113802;3.282748;4.441316;1.776189;4.296806;1.237213;1.358956
0.6113802;3.285199;4.448773;1.794549;4.296525;1.248294;1.365549
0.6186804;3.284443;4.458467;1.811502;4.298904;1.23979;1.364059
0.6184177;3.282697;4.462736;1.815175;4.298587;1.236447;1.366927
0.6111663;3.27997;4.458467;1.812372;4.2979;1.233165;1.363268
0.6096765;3.276674;4.454026;1.813638;4.302964;1.223209;1.368815
0.6096766;3.279121;4.45941;1.81514;4.304637;1.224971;1.366116
0.6098534;3.287497;4.463575;1.811595;4.305365;1.228095;1.36232
0.6100335;3.290979;4.473303;1.804653;4.2993;1.226511;1.359488
0.6100335;3.290979;4.473303;1.804653;4.2993;1.226511;1.359488
0.6102166;3.292768;4.477666;1.815619;4.299994;1.22754;1.36309
0.6100335;3.293365;4.490577;1.824124;4.297216;1.23196;1.372836
0.6102166;3.295176;4.495095;1.835263;4.297892;1.237152;1.376548
0.6098534;3.299378;4.495474;1.841646;4.297911;1.236763;1.375061
0.6096766;3.302979;4.501294;1.85553;4.297709;1.241026;1.377733
0.6095028;3.304978;4.50501;1.857082;4.302133;1.242457;1.380359
0.6098534;3.301744;4.497512;1.840036;4.303448;1.241485;1.375061
0.6096766;3.30377;4.501294;1.847207;4.30142;1.239585;1.3758
0.6095028;3.305761;4.50501;1.853663;4.300464;1.236388;1.378443
0.6098534;3.295547;4.492558;1.83325;4.302392;1.227782;1.366251
0.6122703;3.298645;4.492558;1.8381;4.305931;1.236855;1.366251
0.6055067;3.303103;4.493167;1.845962;4.307714;1.251564;1.371969
0.6035212;3.311754;4.507521;1.895601;4.318937;1.264957;1.374789
0.5971681;3.309798;4.502567;1.899072;4.32553;1.258052;1.364703
0.596423;3.318765;4.514875;1.922281;4.319669;1.264759;1.373851
0.6027131;3.320784;4.519894;1.919653;4.313083;1.261351;1.371121
0.6029509;3.32093;4.521001;1.918499;4.316095;1.264851;1.379084
0.6027131;3.320784;4.528281;1.927156;4.32001;1.265438;1.384451
0.6028309;3.315719;4.524674;1.919642;4.31391;1.254939;1.381791
0.5991182;3.322839;4.533168;1.942611;4.313633;1.26201;1.388266
0.6093024;3.320929;4.538442;1.936723;4.285539;1.254017;1.385617
0.6055562;3.323902;4.54776;1.973113;4.278061;1.269741;1.39906
0.5991284;3.321819;4.542402;1.969599;4.285078;1.262328;1.401589
0.5939936;3.322159;4.545853;1.975144;4.284241;1.258387;1.404074
0.596961;3.324226;4.548697;1.994539;4.284208;1.261357;1.408967
0.5917525;3.322159;4.549806;2.00135;4.284027;1.266482;1.412683
0.5917725;3.320261;4.553813;2.003741;4.279324;1.265227;1.410276
0.5832938;3.326331;4.569083;2.025595;4.27593;1.269674;1.410064
0.5904713;3.32158;4.569083;2.023427;4.270343;1.269606;1.405133
0.5904713;3.318398;4.569083;2.02107;4.27593;1.26778;1.405133
0.59048;3.316432;4.565781;2.020937;4.271068;1.266514;1.402612
0.5937626;3.32158;4.574171;2.032662;4.270342;1.27926;1.419672
0.5937247;3.326637;4.582412;2.037693;4.26963;1.283258;1.420173
0.5950316;3.322984;4.574728;2.015758;4.268787;1.28014;1.416872
0.5950804;3.327096;4.579949;2.02031;4.269205;1.283781;1.420492
0.5952321;3.323845;4.578955;2.017298;4.271068;1.279069;1.419944
0.5952844;3.325151;4.580894;2.011358;4.285231;1.291776;1.424703
0.6017421;3.332465;4.595109;2.014816;4.277219;1.29113;1.439019
0.598335;3.337516;4.598174;2.025127;4.276431;1.301587;1.441231
0.598335;3.337516;4.598174;2.025127;4.276431;1.301587;1.441231
0.5990918;3.333021;4.596675;2.047434;4.291545;1.303169;1.440052
0.6057252;3.32777;4.599549;2.035467;4.289086;1.309725;1.442773
0.6057252;3.32777;4.599549;2.035467;4.289086;1.309725;1.442773
0.6126063;3.339655;4.611388;2.059513;4.281792;1.331591;1.445072
0.6197497;3.336804;4.609272;2.052882;4.275212;1.332233;1.440553
0.6200405;3.339171;4.606166;2.051283;4.275323;1.336689;1.438228
0.6271706;3.349325;4.612559;2.05868;4.266956;1.350451;1.435858
0.6264535;3.352857;4.61865;2.068916;4.265501;1.346403;1.440553
0.6254275;3.36904;4.637822;2.09228;4.256309;1.354012;1.454511
0.6257631;3.362281;4.629199;2.0767;4.264753;1.348486;1.452904
0.6328044;3.363338;4.632005;2.071186;4.267064;1.344044;1.44996
0.6397873;3.365887;4.6384;2.069803;4.259617;1.348486;1.447789
0.6402615;3.360961;4.630299;2.064838;4.260268;1.344915;1.438198
0.6266305;3.350984;4.60944;2.062758;4.278311;1.332445;1.440479
